record_type,ext_id,name,description,project_ext_id,summary_ext_id,predecessor_ext_id,successor_ext_id,task_ext_id,resource_ext_id,start_date,end_date,status,saved_date,duration,work,percent_complete,priority,is_critical,dep_type,lag,code,cost_per_hour,max_units,email,role,skills,unit,consumption_rate,fixed_cost,units,actual_work,cost,working_days,working_hours
DEPENDENCY,D004_2,,,,,T004_M1,T004_R7,,,,,,,,,,,,FF,5,,,,,,,,,,,,,,
DEPENDENCY,D004_3,,,,,T004_R8,T004_M1,,,,,,,,,,,,FS,4,,,,,,,,,,,,,,
DEPENDENCY,D004_4,,,,,T004_R2,T004_R4,,,,,,,,,,,,FF,1,,,,,,,,,,,,,,
DEPENDENCY,D004_5,,,,,T004_R2,T004_R7,,,,,,,,,,,,FS,5,,,,,,,,,,,,,,
DEPENDENCY,D004_6,,,,,T004_R2,T004_R8,,,,,,,,,,,,SS,5,,,,,,,,,,,,,,
DEPENDENCY,D004_7,,,,,T004_R5,T004_R1,,,,,,,,,,,,FS,2,,,,,,,,,,,,,,
DEPENDENCY,D004_8,,,,,T004_R1,T004_R5,,,,,,,,,,,,FF,2,,,,,,,,,,,,,,
ASSIGNMENT,A004_1,,,,,,,T004_R3,RH032,,,,,,80,,,,,,,,,,,,,,,0.65,43,3983.35,,
ASSIGNMENT,A004_2,,,,,,,T004_R3,RH023,,,,,,56,,,,,,,,,,,,,,,0.31,39,3447.36,,
ASSIGNMENT,A004_3,,,,,,,T004_R8,RH019,,,,,,40,,,,,,,,,,,,,,,0.42,29,1351.1,,
ASSIGNMENT,A004_4,,,,,,,T004_R1,RC005,,,,,,77,,,,,,,,,,,,,,,0.93,10,461.92,,
ASSIGNMENT,A004_5,,,,,,,T004_R6,RH039,,,,,,62,,,,,,,,,,,,,,,0.73,44,1325.48,,
ASSIGNMENT,A004_6,,,,,,,T004_R5,RH026,,,,,,69,,,,,,,,,,,,,,,1.0,6,1262.31,,
ASSIGNMENT,A004_7,,,,,,,T004_M2,RM006,,,,,,45,,,,,,,,,,,,,,,0.68,1,4891.93,,
ASSIGNMENT,A004_8,,,,,,,T004_R7,RH036,,,,,,14,,,,,,,,,,,,,,,0.26,58,3071.39,,
ASSIGNMENT,A004_9,,,,,,,T004_R8,RH037,,,,,,37,,,,,,,,,,,,,,,0.83,38,4029.47,,
ASSIGNMENT,A004_10,,,,,,,T004_R4,RH025,,,,,,25,,,,,,,,,,,,,,,0.72,40,576.1,,
ASSIGNMENT,A004_11,,,,,,,T004_R1,RH040,,,,,,12,,,,,,,,,,,,,,,0.84,37,1887.82,,
PROJECT,PR005,Risk Engine v5,Description of Risk Engine v5,,,,,,,2024-03-08,2024-06-22,COMPLETED,,,,,,,,,,,,,,,,,,,,,,
CALENDAR,CAL005,,,PR005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MON;TUE;WED;THU;FRI,09:00-18:00
BASELINE,BL005_1,,,PR005,,,,,,,,,2024-05-01,,,,,,,,,,,,,,,,,,,,,
BASELINE,BL005_2,,,PR005,,,,,,,,,2024-04-10,,,,,,,,,,,,,,,,,,,,,
SUMMARY_TASK,T005_S1,Phase 1,,PR005,,,,,,,,IN_PROGRESS,,0,,,500,,,,,,,,,,,,,,,,,
SUMMARY_TASK,T005_S2,Phase 2,,PR005,,,,,,,,IN_PROGRESS,,0,,,500,,,,,,,,,,,,,,,,,
TASK,T005_R1,Test analytics pipeline,,PR005,,,,,,2024-04-06,,COMPLETED,,17,136,0.27,300,false,,,,,,,,,,,,,,,,
TASK,T005_R2,Validate notification system,,PR005,T005_S2,,,,,2024-03-22,,IN_PROGRESS,,26,37,0.96,300,false,,,,,,,,,,,,,,,,
TASK,T005_R3,Architect analytics pipeline,,PR005,T005_S2,,,,,2024-03-20,,NOT_STARTED,,3,210,0.01,900,false,,,,,,,,,,,,,,,,
TASK,T005_R4,Migrate CI/CD pipeline,,PR005,T005_S2,,,,,2024-04-07,,ON_HOLD,,27,171,0.37,300,true,,,,,,,,,,,,,,,,
TASK,T005_R5,Prototype search index,,PR005,T005_S2,,,,,2024-03-28,,ON_HOLD,,21,24,0.82,500,true,,,,,,,,,,,,,,,,
TASK,T005_R6,Design reporting service,,PR005,,,,,,2024-03-11,,IN_PROGRESS,,16,37,0.23,900,false,,,,,,,,,,,,,,,,
TASK,T005_R7,Migrate auth flow,,PR005,T005_S2,,,,,2024-03-28,,ON_HOLD,,29,114,0.1,700,false,,,,,,,,,,,,,,,,
TASK,T005_R8,Validate analytics pipeline,,PR005,,,,,,2024-03-22,,NOT_STARTED,,7,121,0.95,500,false,,,,,,,,,,,,,,,,
MILESTONE,T005_M1,Phase 1 Closed,,PR005,,,,,,,,,,0,,,500,true,,,,,,,,,,,,,,,,
MILESTONE,T005_M2,Phase 1 Closed,,PR005,,,,,,,,,,0,,,500,true,,,,,,,,,,,,,,,,
DEPENDENCY,D005_1,,,,,T005_R7,T005_R5,,,,,,,,,,,,SS,0,,,,,,,,,,,,,,
DEPENDENCY,D005_2,,,,,T005_R8,T005_R2,,,,,,,,,,,,SS,5,,,,,,,,,,,,,,
DEPENDENCY,D005_3,,,,,T005_M2,T005_R1,,,,,,,,,,,,FS,2,,,,,,,,,,,,,,
DEPENDENCY,D005_4,,,,,T005_R4,T005_R3,,,,,,,,,,,,SS,0,,,,,,,,,,,,,,
ASSIGNMENT,A005_1,,,,,,,T005_M1,RH027,,,,,,37,,,,,,,,,,,,,,,0.69,21,3894.41,,
ASSIGNMENT,A005_2,,,,,,,T005_M2,RH001,,,,,,26,,,,,,,,,,,,,,,0.46,8,2747.06,,
ASSIGNMENT,A005_3,,,,,,,T005_R3,RH015,,,,,,11,,,,,,,,,,,,,,,0.75,8,172.82,,
ASSIGNMENT,A005_4,,,,,,,T005_R4,RM002,,,,,,41,,,,,,,,,,,,,,,0.26,3,721.12,,
ASSIGNMENT,A005_5,,,,,,,T005_R7,RH015,,,,,,68,,,,,,,,,,,,,,,0.81,28,3912.28,,
ASSIGNMENT,A005_6,,,,,,,T005_M1,RH014,,,,,,36,,,,,,,,,,,,,,,0.59,60,3114.02,,
ASSIGNMENT,A005_7,,,,,,,T005_M1,RH039,,,,,,11,,,,,,,,,,,,,,,0.59,3,4993.08,,
ASSIGNMENT,A005_8,,,,,,,T005_R7,RM015,,,,,,70,,,,,,,,,,,,,,,0.76,45,4557.53,,
ASSIGNMENT,A005_9,,,,,,,T005_R2,RH011,,,,,,26,,,,,,,,,,,,,,,0.49,4,718.34,,
ASSIGNMENT,A005_10,,,,,,,T005_M2,RM002,,,,,,75,,,,,,,,,,,,,,,0.54,18,2323.21,,
ASSIGNMENT,A005_11,,,,,,,T005_M2,RC001,,,,,,22,,,,,,,,,,,,,,,0.32,54,3308.09,,
ASSIGNMENT,A005_12,,,,,,,T005_M1,RH028,,,,,,37,,,,,,,,,,,,,,,0.57,26,1760.76,,
ASSIGNMENT,A005_13,,,,,,,T005_R8,RM012,,,,,,20,,,,,,,,,,,,,,,0.56,20,2191.14,,
ASSIGNMENT,A005_14,,,,,,,T005_R5,RM008,,,,,,68,,,,,,,,,,,,,,,0.97,4,547.0,,
PROJECT,PR006,Online Learning System v6,Description of Online Learning System v6,,,,,,,2024-02-13,2024-05-30,NOT_STARTED,,,,,,,,,,,,,,,,,,,,,,
CALENDAR,CAL006,,,PR006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MON;TUE;WED;THU;FRI,09:00-18:00
BASELINE,BL006_1,,,PR006,,,,,,,,,2024-04-07,,,,,,,,,,,,,,,,,,,,,
BASELINE,BL006_2,,,PR006,,,,,,,,,2024-03-14,,,,,,,,,,,,,,,,,,,,,
BASELINE,BL006_3,,,PR006,,,,,,,,,2024-04-11,,,,,,,,,,,,,,,,,,,,,
SUMMARY_TASK,T006_S1,Phase 1,,PR006,,,,,,,,IN_PROGRESS,,0,,,500,,,,,,,,,,,,,,,,,
SUMMARY_TASK,T006_S2,Phase 2,,PR006,,,,,,,,IN_PROGRESS,,0,,,500,,,,,,,,,,,,,,,,,
TASK,T006_R1,Design notification system,,PR006,,,,,,2024-02-26,,NOT_STARTED,,22,39,0.35,700,false,,,,,,,,,,,,,,,,
TASK,T006_R2,Implement user management,,PR006,T006_S2,,,,,2024-02-28,,COMPLETED,,5,176,0.22,100,false,,,,,,,,,,,,,,,,
TASK,T006_R3,Migrate search index,,PR006,T006_S2,,,,,2024-03-11,,NOT_STARTED,,26,117,0.56,900,false,,,,,,,,,,,,,,,,
TASK,T006_R4,Design payment module,,PR006,T006_S2,,,,,2024-03-08,,COMPLETED,,9,187,0.31,500,true,,,,,,,,,,,,,,,,
TASK,T006_R5,Implement auth flow,,PR006,T006_S2,,,,,2024-02-13,,IN_PROGRESS,,24,170,0.09,900,false,,,,,,,,,,,,,,,,
TASK,T006_R6,Review reporting service,,PR006,T006_S1,,,,,2024-03-08,,NOT_STARTED,,24,91,0.94,900,false,,,,,,,,,,,,,,,,
TASK,T006_R7,Audit frontend,,PR006,,,,,,2024-02-21,,ON_HOLD,,22,28,0.44,700,false,,,,,,,,,,,,,,,,
TASK,T006_R8,Audit database schema,,PR006,T006_S1,,,,,2024-02-16,,ON_HOLD,,12,118,0.28,900,false,,,,,,,,,,,,,,,,
MILESTONE,T006_M1,GA Launch,,PR006,,,,,,,,,,0,,,500,true,,,,,,,,,,,,,,,,
MILESTONE,T006_M2,Kickoff Complete,,PR006,,,,,,,,,,0,,,500,true,,,,,,,,,,,,,,,,
DEPENDENCY,D006_1,,,,,T006_R7,T006_R1,,,,,,,,,,,,FS,1,,,,,,,,,,,,,,
DEPENDENCY,D006_2,,,,,T006_R5,T006_R4,,,,,,,,,,,,SS,2,,,,,,,,,,,,,,
DEPENDENCY,D006_3,,,,,T006_R5,T006_R6,,,,,,,,,,,,FS,0,,,,,,,,,,,,,,
DEPENDENCY,D006_4,,,,,T006_R8,T006_R7,,,,,,,,,,,,SS,1,,,,,,,,,,,,,,
DEPENDENCY,D006_5,,,,,T006_R7,T006_M1,,,,,,,,,,,,SS,4,,,,,,,,,,,,,,
ASSIGNMENT,A006_1,,,,,,,T006_R6,RH010,,,,,,13,,,,,,,,,,,,,,,0.55,27,191.83,,
ASSIGNMENT,A006_2,,,,,,,T006_R2,RM001,,,,,,59,,,,,,,,,,,,,,,0.68,45,3236.69,,
ASSIGNMENT,A006_3,,,,,,,T006_R5,RH015,,,,,,49,,,,,,,,,,,,,,,0.55,10,4026.48,,
ASSIGNMENT,A006_4,,,,,,,T006_M2,RC004,,,,,,54,,,,,,,,,,,,,,,0.87,5,2239.89,,
ASSIGNMENT,A006_5,,,,,,,T006_R2,RH032,,,,,,59,,,,,,,,,,,,,,,0.58,33,485.37,,
ASSIGNMENT,A006_6,,,,,,,T006_R5,RM004,,,,,,29,,,,,,,,,,,,,,,0.42,4,2601.37,,
ASSIGNMENT,A006_7,,,,,,,T006_R2,RH025,,,,,,52,,,,,,,,,,,,,,,0.93,22,3664.16,,
ASSIGNMENT,A006_8,,,,,,,T006_R3,RH031,,,,,,40,,,,,,,,,,,,,,,0.33,12,950.15,,
ASSIGNMENT,A006_9,,,,,,,T006_R3,RH010,,,,,,71,,,,,,,,,,,,,,,0.38,29,3796.78,,
ASSIGNMENT,A006_10,,,,,,,T006_M2,RC003,,,,,,80,,,,,,,,,,,,,,,0.76,41,3212.96,,
ASSIGNMENT,A006_11,,,,,,,T006_M2,RM002,,,,,,48,,,,,,,,,,,,,,,0.9,9,2254.84,,
ASSIGNMENT,A006_12,,,,,,,T006_R8,RC002,,,,,,43,,,,,,,,,,,,,,,0.72,37,375.24,,
PROJECT,PR007,Payment Gateway v7,Description of Payment Gateway v7,,,,,,,2024-09-16,2024-12-22,ON_HOLD,,,,,,,,,,,,,,,,,,,,,,
CALENDAR,CAL007,,,PR007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MON;TUE;WED;THU;FRI,09:00-18:00
BASELINE,BL007_1,,,PR007,,,,,,,,,2024-09-25,,,,,,,,,,,,,,,,,,,,,
BASELINE,BL007_2,,,PR007,,,,,,,,,2024-09-26,,,,,,,,,,,,,,,,,,,,,
SUMMARY_TASK,T007_S1,Phase 1,,PR007,,,,,,,,IN_PROGRESS,,0,,,500,,,,,,,,,,,,,,,,,
SUMMARY_TASK,T007_S2,Phase 2,,PR007,,,,,,,,IN_PROGRESS,,0,,,500,,,,,,,,,,,,,,,,,
TASK,T007_R1,Implement backend,,PR007,T007_S2,,,,,2024-10-02,,NOT_STARTED,,20,160,0.38,900,false,,,,,,,,,,,,,,,,
TASK,T007_R2,Review data export,,PR007,T007_S1,,,,,2024-10-16,,COMPLETED,,17,46,0.06,100,false,,,,,,,,,,,,,,,,
TASK,T007_R3,Configure payment module,,PR007,,,,,,2024-10-08,,IN_PROGRESS,,2,71,0.44,700,false,,,,,,,,,,,,,,,,
TASK,T007_R4,Refactor notification system,,PR007,T007_S2,,,,,2024-09-17,,NOT_STARTED,,22,161,0.79,500,false,,,,,,,,,,,,,,,,
TASK,T007_R5,Document caching layer,,PR007,T007_S2,,,,,2024-10-07,,IN_PROGRESS,,24,226,0.96,900,false,,,,,,,,,,,,,,,,
TASK,T007_R6,Prototype analytics pipeline,,PR007,T007_S1,,,,,2024-10-08,,NOT_STARTED,,10,175,0.66,300,false,,,,,,,,,,,,,,,,
TASK,T007_R7,Architect auth flow,,PR007,T007_S2,,,,,2024-10-12,,NOT_STARTED,,22,187,0.95,900,false,,,,,,,,,,,,,,,,
TASK,T007_R8,Design analytics pipeline,,PR007,T007_S2,,,,,2024-10-16,,IN_PROGRESS,,10,54,0.21,700,true,,,,,,,,,,,,,,,,
MILESTONE,T007_M1,MVP Ready,,PR007,,,,,,,,,,0,,,500,true,,,,,,,,,,,,,,,,
MILESTONE,T007_M2,MVP Ready,,PR007,,,,,,,,,,0,,,500,true,,,,,,,,,,,,,,,,
DEPENDENCY,D007_1,,,,,T007_R5,T007_R2,,,,,,,,,,,,FS,5,,,,,,,,,,,,,,
DEPENDENCY,D007_2,,,,,T007_R6,T007_R3,,,,,,,,,,,,SF,1,,,,,,,,,,,,,,
DEPENDENCY,D007_3,,,,,T007_R3,T007_M2,,,,,,,,,,,,SS,5,,,,,,,,,,,,,,
DEPENDENCY,D007_4,,,,,T007_R8,T007_R1,,,,,,,,,,,,SF,2,,,,,,,,,,,,,,
ASSIGNMENT,A007_1,,,,,,,T007_R4,RC002,,,,,,65,,,,,,,,,,,,,,,0.71,14,2716.65,,
ASSIGNMENT,A007_2,,,,,,,T007_R5,RC006,,,,,,32,,,,,,,,,,,,,,,0.93,23,3423.7,,
ASSIGNMENT,A007_3,,,,,,,T007_M2,RC002,,,,,,44,,,,,,,,,,,,,,,0.6,49,1971.17,,
ASSIGNMENT,A007_4,,,,,,,T007_M1,RM014,,,,,,33,,,,,,,,,,,,,,,0.97,51,3062.85,,
ASSIGNMENT,A007_5,,,,,,,T007_R5,RH007,,,,,,55,,,,,,,,,,,,,,,0.73,35,4678.04,,
ASSIGNMENT,A007_6,,,,,,,T007_M1,RH016,,,,,,28,,,,,,,,,,,,,,,0.46,17,2301.66,,
ASSIGNMENT,A007_7,,,,,,,T007_M1,RH019,,,,,,19,,,,,,,,,,,,,,,0.87,60,4561.47,,
ASSIGNMENT,A007_8,,,,,,,T007_R8,RM005,,,,,,61,,,,,,,,,,,,,,,0.95,3,2042.62,,
ASSIGNMENT,A007_9,,,,,,,T007_R6,RH031,,,,,,18,,,,,,,,,,,,,,,0.54,23,1200.24,,
ASSIGNMENT,A007_10,,,,,,,T007_R6,RH013,,,,,,50,,,,,,,,,,,,,,,0.88,50,815.64,,
ASSIGNMENT,A007_11,,,,,,,T007_R1,RH037,,,,,,68,,,,,,,,,,,,,,,0.94,44,4172.44,,
ASSIGNMENT,A007_12,,,,,,,T007_R8,RC003,,,,,,18,,,,,,,,,,,,,,,0.71,1,1354.03,,
ASSIGNMENT,A007_13,,,,,,,T007_R3,RM015,,,,,,44,,,,,,,,,,,,,,,0.33,15,1575.64,,
PROJECT,PR008,Online Learning System v8,Description of Online Learning System v8,,,,,,,2024-01-25,2024-07-25,ON_HOLD,,,,,,,,,,,,,,,,,,,,,,
CALENDAR,CAL008,,,PR008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MON;TUE;WED;THU;FRI,09:00-18:00
BASELINE,BL008_1,,,PR008,,,,,,,,,2024-02-08,,,,,,,,,,,,,,,,,,,,,
SUMMARY_TASK,T008_S1,Phase 1,,PR008,,,,,,,,IN_PROGRESS,,0,,,500,,,,,,,,,,,,,,,,,
SUMMARY_TASK,T008_S2,Phase 2,,PR008,,,,,,,,IN_PROGRESS,,0,,,500,,,,,,,,,,,,,,,,,
TASK,T008_R1,Migrate API,,PR008,T008_S2,,,,,2024-02-12,,COMPLETED,,21,139,0.24,300,false,,,,,,,,,,,,,,,,
TASK,T008_R2,Migrate deployment scripts,,PR008,T008_S1,,,,,2024-02-15,,NOT_STARTED,,6,178,0.09,500,false,,,,,,,,,,,,,,,,
TASK,T008_R3,Refactor data export,,PR008,T008_S1,,,,,2024-02-06,,NOT_STARTED,,2,170,0.98,500,false,,,,,,,,,,,,,,,,
TASK,T008_R4,Deploy database schema,,PR008,,,,,,2024-02-17,,NOT_STARTED,,25,156,0.76,300,false,,,,,,,,,,,,,,,,
TASK,T008_R5,Architect monitoring,,PR008,T008_S1,,,,,2024-02-14,,NOT_STARTED,,23,130,0.18,300,false,,,,,,,,,,,,,,,,
TASK,T008_R6,Document user management,,PR008,T008_S1,,,,,2024-01-31,,COMPLETED,,2,210,0.89,500,false,,,,,,,,,,,,,,,,
TASK,T008_R7,Document frontend,,PR008,T008_S2,,,,,2024-01-31,,COMPLETED,,25,173,0.29,100,true,,,,,,,,,,,,,,,,
TASK,T008_R8,Prototype CI/CD pipeline,,PR008,T008_S2,,,,,2024-02-22,,IN_PROGRESS,,24,120,0.96,500,false,,,,,,,,,,,,,,,,
MILESTONE,T008_M1,Compliance Review Passed,,PR008,,,,,,,,,,0,,,500,true,,,,,,,,,,,,,,,,
MILESTONE,T008_M2,Phase 1 Closed,,PR008,,,,,,,,,,0,,,500,true,,,,,,,,,,,,,,,,
DEPENDENCY,D008_1,,,,,T008_R5,T008_R2,,,,,,,,,,,,SF,0,,,,,,,,,,,,,,
DEPENDENCY,D008_2,,,,,T008_R7,T008_R3,,,,,,,,,,,,FF,2,,,,,,,,,,,,,,
DEPENDENCY,D008_3,,,,,T008_R2,T008_M2,,,,,,,,,,,,FF,5,,,,,,,,,,,,,,
DEPENDENCY,D008_4,,,,,T008_R5,T008_M2,,,,,,,,,,,,SF,4,,,,,,,,,,,,,,
DEPENDENCY,D008_5,,,,,T008_R7,T008_R3,,,,,,,,,,,,SF,2,,,,,,,,,,,,,,
DEPENDENCY,D008_6,,,,,T008_R8,T008_R1,,,,,,,,,,,,FF,4,,,,,,,,,,,,,,
DEPENDENCY,D008_7,,,,,T008_R7,T008_R5,,,,,,,,,,,,FS,0,,,,,,,,,,,,,,
DEPENDENCY,D008_8,,,,,T008_R7,T008_R6,,,,,,,,,,,,SS,0,,,,,,,,,,,,,,
ASSIGNMENT,A008_1,,,,,,,T008_M2,RC002,,,,,,16,,,,,,,,,,,,,,,0.28,15,3914.73,,
ASSIGNMENT,A008_2,,,,,,,T008_R6,RM007,,,,,,80,,,,,,,,,,,,,,,0.54,2,3064.96,,
ASSIGNMENT,A008_3,,,,,,,T008_R8,RM008,,,,,,17,,,,,,,,,,,,,,,0.53,36,774.71,,
ASSIGNMENT,A008_4,,,,,,,T008_R6,RM011,,,,,,43,,,,,,,,,,,,,,,0.49,15,4806.55,,
ASSIGNMENT,A008_5,,,,,,,T008_R1,RH024,,,,,,57,,,,,,,,,,,,,,,0.62,58,2852.2,,
ASSIGNMENT,A008_6,,,,,,,T008_R5,RH034,,,,,,35,,,,,,,,,,,,,,,0.78,39,1499.33,,
ASSIGNMENT,A008_7,,,,,,,T008_R8,RH026,,,,,,17,,,,,,,,,,,,,,,0.34,28,946.02,,
ASSIGNMENT,A008_8,,,,,,,T008_R8,RH012,,,,,,48,,,,,,,,,,,,,,,0.86,42,1802.38,,
ASSIGNMENT,A008_9,,,,,,,T008_R2,RH038,,,,,,28,,,,,,,,,,,,,,,0.92,45,3576.86,,
PROJECT,PR009,Inventory System v9,Description of Inventory System v9,,,,,,,2024-12-24,2026-01-14,COMPLETED,,,,,,,,,,,,,,,,,,,,,,
CALENDAR,CAL009,,,PR009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MON;TUE;WED;THU;FRI,09:00-18:00
BASELINE,BL009_1,,,PR009,,,,,,,,,2025-01-14,,,,,,,,,,,,,,,,,,,,,
BASELINE,BL009_2,,,PR009,,,,,,,,,2025-01-07,,,,,,,,,,,,,,,,,,,,,
BASELINE,BL009_3,,,PR009,,,,,,,,,2025-01-12,,,,,,,,,,,,,,,,,,,,,
SUMMARY_TASK,T009_S1,Phase 1,,PR009,,,,,,,,IN_PROGRESS,,0,,,500,,,,,,,,,,,,,,,,,
SUMMARY_TASK,T009_S2,Phase 2,,PR009,,,,,,,,IN_PROGRESS,,0,,,500,,,,,,,,,,,,,,,,,
TASK,T009_R1,Audit data export,,PR009,T009_S1,,,,,2025-01-10,,IN_PROGRESS,,1,100,0.57,700,false,,,,,,,,,,,,,,,,
TASK,T009_R2,Document CI/CD pipeline,,PR009,,,,,,2025-01-08,,NOT_STARTED,,23,192,0.53,700,true,,,,,,,,,,,,,,,,
TASK,T009_R3,Optimize monitoring,,PR009,T009_S1,,,,,2025-01-04,,IN_PROGRESS,,22,140,0.13,900,false,,,,,,,,,,,,,,,,
TASK,T009_R4,Integrate frontend,,PR009,,,,,,2025-01-09,,IN_PROGRESS,,27,39,0.15,300,false,,,,,,,,,,,,,,,,
TASK,T009_R5,Integrate reporting service,,PR009,T009_S2,,,,,2025-01-01,,COMPLETED,,28,28,0.2,900,true,,,,,,,,,,,,,,,,
TASK,T009_R6,Integrate payment module,,PR009,T009_S1,,,,,2024-12-28,,COMPLETED,,19,156,0.17,900,false,,,,,,,,,,,,,,,,
TASK,T009_R7,Implement frontend,,PR009,T009_S1,,,,,2025-01-11,,ON_HOLD,,21,205,0.26,300,false,,,,,,,,,,,,,,,,
TASK,T009_R8,Prototype reporting service,,PR009,,,,,,2025-01-08,,COMPLETED,,21,85,0.24,700,false,,,,,,,,,,,,,,,,
MILESTONE,T009_M1,Kickoff Complete,,PR009,,,,,,,,,,0,,,500,true,,,,,,,,,,,,,,,,
MILESTONE,T009_M2,MVP Ready,,PR009,,,,,,,,,,0,,,500,true,,,,,,,,,,,,,,,,
DEPENDENCY,D009_1,,,,,T009_R7,T009_R8,,,,,,,,,,,,SF,1,,,,,,,,,,,,,,
DEPENDENCY,D009_2,,,,,T009_R6,T009_R3,,,,,,,,,,,,FF,5,,,,,,,,,,,,,,
DEPENDENCY,D009_3,,,,,T009_R6,T009_M2,,,,,,,,,,,,SF,1,,,,,,,,,,,,,,
DEPENDENCY,D009_4,,,,,T009_R6,T009_M1,,,,,,,,,,,,FS,2,,,,,,,,,,,,,,
DEPENDENCY,D009_5,,,,,T009_R4,T009_R8,,,,,,,,,,,,FS,2,,,,,,,,,,,,,,
DEPENDENCY,D009_6,,,,,T009_R8,T009_R4,,,,,,,,,,,,SS,0,,,,,,,,,,,,,,
DEPENDENCY,D009_7,,,,,T009_R1,T009_R5,,,,,,,,,,,,SF,4,,,,,,,,,,,,,,
ASSIGNMENT,A009_1,,,,,,,T009_R4,RH021,,,,,,48,,,,,,,,,,,,,,,0.86,12,3839.29,,
ASSIGNMENT,A009_2,,,,,,,T009_R8,RC005,,,,,,47,,,,,,,,,,,,,,,0.62,31,213.56,,
ASSIGNMENT,A009_3,,,,,,,T009_R7,RC010,,,,,,38,,,,,,,,,,,,,,,0.59,13,2958.39,,
ASSIGNMENT,A009_4,,,,,,,T009_R1,RH007,,,,,,68,,,,,,,,,,,,,,,0.46,18,2729.78,,
ASSIGNMENT,A009_5,,,,,,,T009_R2,RC001,,,,,,41,,,,,,,,,,,,,,,0.35,46,1892.31,,
ASSIGNMENT,A009_6,,,,,,,T009_R7,RM007,,,,,,14,,,,,,,,,,,,,,,0.28,36,2852.9,,
ASSIGNMENT,A009_7,,,,,,,T009_R6,RH037,,,,,,72,,,,,,,,,,,,,,,0.31,28,3845.58,,
ASSIGNMENT,A009_8,,,,,,,T009_R5,RH016,,,,,,20,,,,,,,,,,,,,,,0.35,25,1928.67,,
ASSIGNMENT,A009_9,,,,,,,T009_R6,RM007,,,,,,33,,,,,,,,,,,,,,,0.82,38,2594.7,,
ASSIGNMENT,A009_10,,,,,,,T009_M1,RH006,,,,,,25,,,,,,,,,,,,,,,0.28,45,1731.9,,
ASSIGNMENT,A009_11,,,,,,,T009_R8,RC004,,,,,,73,,,,,,,,,,,,,,,0.36,8,1707.03,,
PROJECT,PR010,Inventory System v10,Description of Inventory System v10,,,,,,,2024-11-09,2025-06-20,ON_HOLD,,,,,,,,,,,,,,,,,,,,,,
CALENDAR,CAL010,,,PR010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MON;TUE;WED;THU;FRI,09:00-18:00
BASELINE,BL010_1,,,PR010,,,,,,,,,2025-01-02,,,,,,,,,,,,,,,,,,,,,
BASELINE,BL010_2,,,PR010,,,,,,,,,2025-01-08,,,,,,,,,,,,,,,,,,,,,
BASELINE,BL010_3,,,PR010,,,,,,,,,2024-12-05,,,,,,,,,,,,,,,,,,,,,
SUMMARY_TASK,T010_S1,Phase 1,,PR010,,,,,,,,IN_PROGRESS,,0,,,500,,,,,,,,,,,,,,,,,
SUMMARY_TASK,T010_S2,Phase 2,,PR010,,,,,,,,IN_PROGRESS,,0,,,500,,,,,,,,,,,,,,,,,
TASK,T010_R1,Validate reporting service,,PR010,T010_S2,,,,,2024-11-09,,ON_HOLD,,16,216,0.37,100,false,,,,,,,,,,,,,,,,
TASK,T010_R2,Migrate data export,,PR010,T010_S1,,,,,2024-12-04,,IN_PROGRESS,,9,175,0.97,900,false,,,,,,,,,,,,,,,,
TASK,T010_R3,Integrate CI/CD pipeline,,PR010,T010_S1,,,,,2024-11-30,,NOT_STARTED,,5,218,0.24,900,true,,,,,,,,,,,,,,,,
TASK,T010_R4,Test deployment scripts,,PR010,T010_S2,,,,,2024-11-22,,ON_HOLD,,23,60,0.5,900,false,,,,,,,,,,,,,,,,
TASK,T010_R5,Validate auth flow,,PR010,T010_S1,,,,,2024-11-26,,ON_HOLD,,17,61,0.33,700,false,,,,,,,,,,,,,,,,
TASK,T010_R6,Prototype notification system,,PR010,,,,,,2024-11-30,,ON_HOLD,,18,98,0.77,500,true,,,,,,,,,,,,,,,,
TASK,T010_R7,Integrate reporting service,,PR010,,,,,,2024-12-03,,ON_HOLD,,8,84,0.29,300,false,,,,,,,,,,,,,,,,
TASK,T010_R8,Document database schema,,PR010,T010_S2,,,,,2024-11-26,,COMPLETED,,19,181,0.38,700,false,,,,,,,,,,,,,,,,
MILESTONE,T010_M1,MVP Ready,,PR010,,,,,,,,,,0,,,500,true,,,,,,,,,,,,,,,,
MILESTONE,T010_M2,GA Launch,,PR010,,,,,,,,,,0,,,500,true,,,,,,,,,,,,,,,,
DEPENDENCY,D010_1,,,,,T010_R5,T010_R2,,,,,,,,,,,,FF,3,,,,,,,,,,,,,,
DEPENDENCY,D010_2,,,,,T010_R5,T010_R8,,,,,,,,,,,,SS,1,,,,,,,,,,,,,,
DEPENDENCY,D010_3,,,,,T010_M1,T010_R5,,,,,,,,,,,,FF,1,,,,,,,,,,,,,,
DEPENDENCY,D010_4,,,,,T010_R2,T010_R4,,,,,,,,,,,,SS,0,,,,,,,,,,,,,,
